"","logFC","AveExpr","t","P.Value","adj.P.Val","B","deltaBeta","CpG"
"cg19460508",1.03813347708394,1.41570833049824,4.29240653254116,0.002584480765677,0.0027987241547011,-2.35107233730074,0.119738069453609,"cg19460508"
"cg24908058",0.94618702752485,0.7758794636751,4.27266457703791,0.00265498727309062,0.00287384449422457,-2.37994213603684,-0.129324421469391,"cg24908058"
"cg12958561",-1.8607885616799,-1.39054324848689,-4.27236148171164,0.002656085798673,0.00287501989779895,-2.38038578149247,-0.103274609327539,"cg12958561"
"cg20114890",-2.78360952269073,-2.55761528256781,-4.26696945367284,0.00267571063279804,0.00289591107905405,-2.38828025641452,0.119900666054534,"cg20114890"
"cg27182159",0.733692196382839,0.765166148677251,4.26390265686667,0.00268694231068561,0.00290784578991718,-2.39277211155738,0.107884584405993,"cg27182159"
"cg22784187",0.554811306252462,0.565030782594492,4.25571673878497,0.00271717185606839,0.00294011316133258,-2.40476802859649,-0.118692378725892,"cg22784187"
"cg14197113",-0.578911146214535,-0.598515436793605,-4.25383904511343,0.0027241575473511,0.0029475528834326,-2.40752093877886,-0.100545451255402,"cg14197113"
"cg07807395",1.1021690772016,1.51332178163564,4.25376299352257,0.00272444089440291,0.00294785132465953,-2.40763244898917,-0.120339778562068,"cg07807395"
"cg15667219",1.70801550353217,1.94639159059584,4.25369296237862,0.00272470183906449,0.0029481207823314,-2.40773513244353,-0.103245605551103,"cg15667219"
"cg09239591",0.777383873118666,0.848079845862077,4.23031972265397,0.00281331812250576,0.0030425349602656,-2.44204313630641,-0.119424070157789,"cg09239591"
"cg05842036",-0.530200136875183,-0.551263442169708,-4.23022340399391,0.00281368966891609,0.00304292231653825,-2.44218466794669,0.119050242913468,"cg05842036"
"cg21213853",1.92253700683501,1.83970679374847,4.20186750591722,0.00292540689947474,0.00316182524175091,-2.48390516256814,0.164623534276272,"cg21213853"
"cg17267720",0.775281986388015,0.691644742938796,4.20119880420442,0.00292809850573838,0.00316468176096778,-2.48489033170523,0.102432242634584,"cg17267720"
"cg19255307",-0.849964181848959,-1.24428588061264,-4.1758837326796,0.00303198365820225,0.00327509388622863,-2.52222972049411,-0.103436313872308,"cg19255307"
"cg14666310",0.886987172357076,0.993588974940057,4.17278307970043,0.00304497826771845,0.00328888063021485,-2.52680899509011,-0.113454719062991,"cg14666310"
"cg05780228",0.711811208098145,0.756004995870263,4.1678761062441,0.00306566578846094,0.00331089518917771,-2.53405858159828,0.106853838068349,"cg05780228"
"cg14132731",-0.86892514617308,-0.601260171950825,-4.16369339039009,0.00308341941817233,0.00332973709650362,-2.54024066325934,0.109162667586831,"cg14132731"
"cg12016809",-2.66112041571193,-2.47672256898739,-4.14360074820502,0.00317026036226336,0.0034221997903336,-2.56996993462109,0.119720973513893,"cg12016809"
"cg14688662",1.20179810778039,1.11153761942065,4.14334980707047,0.00317136144695078,0.00342336401772744,-2.5703415660809,0.110333669364546,"cg14688662"
"cg17548347",0.960429972255219,1.23934767646362,4.14074219427274,0.00318282758309894,0.00343557829656406,-2.57420380256894,-0.141105419247942,"cg17548347"
"cg26546155",0.615569074339587,0.479153497812924,4.13720011758959,0.00319847426359134,0.00345208266962198,-2.57945154201951,0.104720415360117,"cg26546155"
"cg12779520",-0.615475931089552,-0.588400813211307,-4.13557998784181,0.00320565856448691,0.00345965611232841,-2.58185238370055,0.163304537130967,"cg12779520"
"cg12036924",-0.723937219710413,-0.604138174894007,-4.12971597205176,0.00323180751750842,0.00348741382645489,-2.59054504626785,0.144545484235993,"cg12036924"
"cg15778232",0.854523889912696,0.919690813686504,4.12938010043806,0.00323331217938201,0.00348898785657956,-2.59104307011174,0.117227481808001,"cg15778232"
"cg15382933",-0.733949744501144,-1.00826111427022,-4.10790168581534,0.00333111617267124,0.00359300930982494,-2.62292150580851,-0.113299020040054,"cg15382933"
"cg23986550",-0.730304158251921,-0.636554311871054,-4.10691733177728,0.00333567415055709,0.00359784036537299,-2.62438393616492,0.10689225090593,"cg23986550"
"cg10468484",-0.575331736578988,-0.618763703144436,-4.09152944402363,0.00340780565921913,0.00367445666438025,-2.64726173778915,0.142298121644179,"cg10468484"
"cg08675565",-0.703390115008182,-0.533187695942409,-4.09111950594277,0.00340975006197617,0.00367654450038451,-2.64787163038033,0.114528250978522,"cg08675565"
"cg17475271",1.1400652575084,1.22108894046199,4.0908577761545,0.00341099211286221,0.00367787502119642,-2.6482610348852,0.117727953548405,"cg17475271"
"cg12223562",0.989723106251637,0.931431287344255,4.07571805379759,0.00348367309109728,0.00375497940652623,-2.6708011922217,0.130000759275818,"cg12223562"
"cg00995085",0.744477480994831,0.886534506176127,4.07554355382546,0.00348452045521983,0.00375587497163816,-2.67106116228392,0.113091133324415,"cg00995085"
"cg24688946",-0.72634424830333,-0.730124547722285,-4.07333055490418,0.00349528592687232,0.00376732711098453,-2.67435842940465,0.160324317722321,"cg24688946"
"cg13273703",0.809548498108662,0.929332553437428,4.07320571374332,0.00349589430039526,0.00376796498708212,-2.67454445586881,0.137056270965908,"cg13273703"
"cg09358725",-0.668383677413556,-0.839678859602712,-4.07307658557516,0.00349652368505882,0.00376863442871593,-2.67473687254215,0.17349089392386,"cg09358725"
"cg09443347",0.537214304275368,0.66768503189173,4.0728538672837,0.00349760952439604,0.00376979584346134,-2.67506875493938,0.162518751639459,"cg09443347"
"cg18724072",0.50855409471897,0.452977353932398,4.0727533302044,0.00349809980099004,0.00377031534439045,-2.67521857179519,0.11057833295105,"cg18724072"
"cg22021597",-0.554599635670291,-0.538788381375332,-4.07267355785777,0.00349848886938299,0.00377072575908444,-2.67533744669772,0.16399823861989,"cg22021597"
"cg14183540",-0.609666235254899,-0.885976136406152,-4.07242241124418,0.00349971407399267,0.00377203737032939,-2.67571170492672,0.174306188115382,"cg14183540"
"cg27652893",-0.7616500628279,-0.636579579241619,-4.06423023155748,0.00353993317381023,0.00381478072379973,-2.68792413749334,0.154818265348295,"cg27652893"
"cg13089904",0.525666421155049,0.726199441707484,4.06383239740859,0.00354189892939322,0.00381688102840536,-2.6885174260927,0.17410798224842,"cg13089904"
"cg03609398",-1.51727422190671,-1.42581985959452,-4.05428205716606,0.00358944244077565,0.0038673464364117,-2.70276592475374,-0.342103751548895,"cg03609398"
"cg06540876",0.690179451428622,0.680172385480167,4.05382107398593,0.00359175459367786,0.00386982844060966,-2.70345397882043,-0.332652978414818,"cg06540876"
"cg06895124",0.574421791239016,0.565930802697791,4.02920894265827,0.0037175558254166,0.00400301893691223,-2.74022905718888,-0.104783396269549,"cg06895124"
"cg14580085",1.28428030985478,0.905726645843667,4.02897581294981,0.00371876982734893,0.00400431668501931,-2.74057776602406,-0.174516500411332,"cg14580085"
"cg05812266",0.743989346142387,0.623467252699685,4.02699237946745,0.00372911561841265,0.00401532387456579,-2.74354480980313,0.121688516501738,"cg05812266"
"cg00538591",0.739949443347419,0.7052702792995,4.02433122830642,0.00374304504755807,0.00403004586847216,-2.74752644693785,0.136005662454636,"cg00538591"
"cg13381984",-0.57180918569136,-0.656554854845305,-4.02415080151739,0.00374399148757198,0.00403104580415131,-2.74779643566,0.149912454764887,"cg13381984"
"cg14507310",-0.975679684917016,-1.18411884177673,-4.01669392211776,0.00378333271879812,0.00407275778812537,-2.75895844949093,0.109249333249814,"cg14507310"
"cg09454892",-0.77086095932629,-0.823101161153428,-4.00072814512623,0.00386906619847839,0.00416363166374555,-2.78288091954996,0.100868719962886,"cg09454892"
"cg04326808",0.96470867519478,0.968101757205705,4.00046019332991,0.00387052273032763,0.0041651793883467,-2.78328268259736,0.159199839507921,"cg04326808"
"cg14465207",0.605166299397101,0.810590569537206,3.99936462735433,0.00387648413213572,0.00417151571024429,-2.7849254526261,0.112039546529174,"cg14465207"
"cg06610125",1.93619797397528,2.42007100846035,3.99281799878488,0.0039123129387803,0.00420948411623013,-2.79474508986163,0.125179661720649,"cg06610125"
"cg16580700",-1.63294594580014,-1.52904635066649,-3.99276408538388,0.00391260947104489,0.00420977331387523,-2.79482597985927,0.121823879605035,"cg16580700"
"cg04186487",1.35720690302633,1.58250603803,3.99265436449886,0.0039132130278406,0.00421040280242196,-2.794990602808,-0.130416660136346,"cg04186487"
"cg23740975",1.37156321472087,1.75619588784329,3.99137056380225,0.00392028243732718,0.00421791935162042,-2.79691690341776,0.121625652404664,"cg23740975"
"cg10131026",0.943931669121115,0.993076291842295,3.97428646155955,0.00401567431588241,0.00431897094456627,-2.82257073876722,0.151603494004318,"cg10131026"
"cg20471017",0.755903561744237,0.896123009271565,3.96298268720661,0.00408015804558289,0.00438722597824132,-2.83956479449193,0.100915207951876,"cg20471017"
"cg07760544",0.854856672419396,1.03001196562475,3.95657427447483,0.00411720823951092,0.00442647885574171,-2.84920625288981,-0.153786029807398,"cg07760544"
"cg05522145",0.526838345932568,0.552703541074236,3.94019526368699,0.00421355290805193,0.00452861633466495,-2.87387163712175,0.100912222246771,"cg05522145"
"cg07750813",0.51571751504849,0.508271841163424,3.93798139515544,0.00422675968301457,0.00454262606858024,-2.87720807915151,0.116767827993049,"cg07750813"
"cg21739816",0.732780454980192,0.815192416703337,3.9304950231485,0.00427174921347815,0.00459017773395074,-2.88849499939243,-0.140558455113822,"cg21739816"
"cg12686920",0.645849128330577,0.45320998394755,3.91731769143206,0.00435219037683382,0.0046754119406631,-2.90837870126074,0.120481734907844,"cg12686920"
"cg21336434",1.23396865805389,1.8031135912812,3.91652111949247,0.00435710481410593,0.00468059191824022,-2.90958135667262,0.135706853599694,"cg21336434"
"cg16572540",-0.584849096129575,-0.789549280124323,-3.9150392880887,0.00436626277558539,0.00469019730804178,-2.91181881567478,-0.100056641289851,"cg16572540"
"cg01750261",0.65891273180194,0.788765322422772,3.90154864503747,0.00445059206955456,0.00477937290053189,-2.93220104639624,-0.256572925407384,"cg01750261"
"cg26441877",0.798807344761326,0.72608452383183,3.89402543836096,0.00449837563435036,0.00482991141607421,-2.94357704296223,-0.290143461518166,"cg26441877"
"cg19051015",0.842810282027781,0.849628885615431,3.89293538864323,0.00450534452625332,0.00483727979935678,-2.94522589925865,0.178449185484809,"cg19051015"
"cg08254842",2.40030588764903,2.31392080188668,3.89289507428843,0.00450560248510056,0.00483754535074771,-2.94528688325445,0.380058107990037,"cg08254842"
"cg23311258",0.828722574401882,0.908418634165262,3.89282774864166,0.00450603331595789,0.0048379622673173,-2.9453887279864,-0.108588197600403,"cg23311258"
"cg10421188",0.615150028249307,0.501287414238932,3.89200178845801,0.00451132239993679,0.00484351526799383,-2.94663821768801,0.105194772648241,"cg10421188"
"cg14608074",0.651998580303152,0.70324195186177,3.88440592593693,0.0045602758388885,0.00489531120033003,-2.95813289836178,0.123856893496765,"cg14608074"
"cg27258878",-0.47303339395738,-0.44842576425608,-3.85960596422543,0.00472410551782237,0.00506855889972545,-2.9957106031511,-0.107370991410786,"cg27258878"
"cg18521796",0.659209748075059,0.681272307209988,3.85184859126991,0.00477663577787965,0.00512400126783985,-3.00747994294376,0.130977990534567,"cg18521796"
"cg26808478",0.630522701004106,0.886147468265329,3.84488120556911,0.00482434948280099,0.0051745627489954,-3.0180568333716,0.11928931667156,"cg26808478"
"cg13036944",0.490330566425603,0.464998377279413,3.80722834489984,0.00509117865391446,0.00545622243729043,-3.07531518343208,0.127360305670662,"cg13036944"
"cg24146090",-0.94828895198629,-0.666077891208609,-3.80348783274768,0.00511853494798779,0.00548508812697921,-3.08101241172748,0.106887796428513,"cg24146090"
"cg06748146",0.821616037700135,1.1531277610243,3.80326042430053,0.00512020316155355,0.00548684996661045,-3.08135883330821,0.108238675328338,"cg06748146"
"cg02664787",0.681686330446973,0.928403728070002,3.80302228498434,0.00512195071707756,0.00548869681271346,-3.08172160815049,0.108738705854921,"cg02664787"
"cg18715793",0.620185620542839,0.379308346738984,3.79657477268959,0.00516950806394562,0.00553891599091597,-3.09154607211241,-0.142247290963367,"cg18715793"
"cg14469191",0.658005499043776,0.878004123594545,3.78156019658657,0.00528209524217307,0.00565802995007243,-3.11444332498985,0.104532497266829,"cg14469191"
"cg15031253",2.72519023420673,2.63098848311715,3.75035890258597,0.00552452223805748,0.00591414727243963,-3.16210797492351,0.146558010025814,"cg15031253"
"cg21692620",-1.06208501782534,-0.807520732651796,-3.75021155407928,0.00552569489422828,0.00591536088791023,-3.16233333430444,0.127914114041095,"cg21692620"
"cg26959655",-0.497334052867775,-0.565647874777342,-3.74469009663634,0.00556982884678315,0.00596179373895678,-3.17077978910441,0.115435649418409,"cg26959655"
"cg18693985",1.84720073747446,1.82364941173934,3.70931897725462,0.00586163057153729,0.0062701634080768,-3.22496977670606,0.150395652815258,"cg18693985"
"cg14230238",-0.850252285744013,-0.961695963913561,-3.69609276742387,0.00597489455254796,0.00638972016492537,-3.24526846981976,0.133465887422411,"cg14230238"
"cg16199460",1.18221694796832,1.34188852996677,3.69608031530407,0.00597500228031306,0.00638981462506184,-3.24528758953304,0.116242101627227,"cg16199460"
"cg26316423",0.60608629206398,0.775596793466167,3.69562067371207,0.00597898025403439,0.00639402369273001,-3.24599336199292,0.104819085786581,"cg26316423"
"cg06771126",-0.741317649499016,-0.447414621791376,-3.69137505264882,0.00601585777437685,0.00643299252861594,-3.25251353800151,0.102928982691009,"cg06771126"
"cg22448304",-0.684838948298962,-0.622013314673274,-3.68632968625499,0.00605999737468665,0.00647943150233536,-3.26026447178587,0.105070760198073,"cg22448304"
"cg09325164",-0.477504046046268,-0.498001828179919,-3.68519343893428,0.00606998541882369,0.0064899583791369,-3.26201041150287,0.130290959168211,"cg09325164"
"cg02032334",-1.01805804367602,-0.686714518432011,-3.68506578508091,0.00607110864017858,0.00649112881453734,-3.26220657116632,0.181798912014722,"cg02032334"
"cg18604929",-0.947452927776203,-0.774624799439749,-3.68313960305242,0.00608808395318222,0.00650915620017262,-3.26516665913058,0.106687382229961,"cg18604929"
"cg10676060",-0.484916132739609,-0.44170615070913,-3.67330316014674,0.00617556399197831,0.00660139943248573,-3.28028921963388,-0.114923817617153,"cg10676060"
"cg01006983",1.91913944306435,2.63461773433255,3.67301363891046,0.00617815903986167,0.00660412674045051,-3.28073448830321,-0.171491425035175,"cg01006983"
"cg08100069",-0.500062705006725,-0.526676908288825,-3.66418221153622,0.00625787797775815,0.00668813262302031,-3.29432109849375,0.10324317561009,"cg08100069"
"cg22420044",0.977857622719027,1.11341370148607,3.65922664238287,0.006303089817076,0.00673575695796676,-3.30194860115337,-0.104802781311826,"cg22420044"
"cg17122213",-1.01179623709569,-1.06670906265387,-3.64924497432104,0.00639521627147994,0.00683258686690342,-3.31732011511617,0.129905261060941,"cg17122213"
"cg08114410",0.698017428870741,0.611399165885167,3.63235467913362,0.00655438683068948,0.00700029309863639,-3.34335476446998,-0.11588482837257,"cg08114410"
"cg26162794",1.19975661072516,1.46197642255981,3.63080690695343,0.00656918214922995,0.00701591385294881,-3.34574199636737,0.122411803296566,"cg26162794"
"cg03299042",-0.575145954700851,-0.547180912696361,-3.62140980491822,0.00665977626208489,0.0071113837162506,-3.36024114343705,0.11758547573002,"cg03299042"
"cg21130221",-0.48485401046077,-0.764881514458319,-3.6204029716566,0.00666956132435524,0.0071216652178109,-3.36179517041113,0.112101046599489,"cg21130221"
"cg15729154",1.16870789679779,1.31859492029024,3.61833045071393,0.00668975160931399,0.00714293921672165,-3.36499439633671,0.209185429046029,"cg15729154"
"cg18997137",0.567264259891741,0.633456929140545,3.61830887935306,0.00668996209683829,0.0071431472043212,-3.36502769709264,0.104332954202328,"cg18997137"
"cg11405200",0.616135832381706,0.65070988391124,3.61731595901804,0.00669965837488629,0.00715336605421523,-3.36656056858843,-0.116622925740632,"cg11405200"
"cg21213617",1.7823531747597,1.96900357307531,3.61283259185157,0.00674362681481617,0.00719963643054942,-3.37348326678834,-0.140125454824634,"cg21213617"
"cg21754746",-0.825806830907107,-0.555862549146913,-3.6107892935394,0.0067637671819231,0.00722081685771529,-3.37663898135846,0.135549396383156,"cg21754746"
"cg17444709",1.29794080775603,1.95715258439432,3.61049215327213,0.00676670135552399,0.00722383068308143,-3.37709792715549,0.129478188495782,"cg17444709"
"cg09282085",0.504946084003409,0.545204866328568,3.55872740671486,0.00729910861293386,0.00778366004629585,-3.45718787510693,0.109323872278819,"cg09282085"
"cg08762484",0.581818679960849,0.621962269506027,3.54255278162799,0.00747445534859141,0.00796805195203781,-3.4822679935627,0.110652795232024,"cg08762484"
"cg05852052",1.1333144232557,1.41756960694409,3.54117692164487,0.00748957583725028,0.00798379693473771,-3.48440256315813,-0.111469755830306,"cg05852052"
"cg22967008",0.587177639759488,0.467087921582603,3.54082000836448,0.00749350356021258,0.00798790899875902,-3.4849563242311,0.119124243023004,"cg22967008"
"cg24439448",1.5951533345359,1.85266360527158,3.54013342494571,0.00750106535276251,0.00799578241718847,-3.48602161275721,-0.13813370957626,"cg24439448"
"cg05174975",-0.473956117997932,-0.426454360101378,-3.53988699019014,0.00750378147483438,0.00799865894059533,-3.48640398698104,-0.125444072677563,"cg05174975"
"cg07798605",1.10815495098405,1.25945359887807,3.53909319646464,0.00751253750444818,0.00800784238373782,-3.48763569700914,0.166874998927649,"cg07798605"
"cg17126924",0.812270753959775,0.890637808543115,3.5351148077952,0.00755658522139122,0.00805422824879367,-3.49380978631089,0.115297326471479,"cg17126924"
"cg16443079",1.18989089165842,1.28405148678462,3.53508678491686,0.00755689645395425,0.00805454111376882,-3.49385328065885,0.142268921923726,"cg16443079"
"cg19746982",-0.474872161093857,-0.528167311220576,-3.53508494295228,0.00755691691197795,0.00805454405507551,-3.49385613957727,0.124292606918406,"cg19746982"
"cg07355926",-1.29580216539557,-1.9169035157553,-3.49395820323061,0.00802867825176878,0.00854960208648647,-3.55777000867132,-0.111117844660412,"cg07355926"
"cg13775091",0.506278355416476,0.596735537407281,3.49372856800827,0.00803139839441877,0.00855245869617473,-3.5581273267078,-0.136482793924901,"cg13775091"
"cg16730386",-0.598317789302853,-0.619624937659213,-3.49126644114755,0.00806062496163699,0.00858315966666752,-3.56195876517992,0.133906588973676,"cg16730386"
"cg08905487",-0.813163488965949,-1.23865887845737,-3.49108724981566,0.00806275644022948,0.00858536905631311,-3.56223763577904,0.112828784799128,"cg08905487"
"cg17128082",0.524758386863648,0.465929711318371,3.49098010545039,0.00806403120644154,0.00858668626905212,-3.56240438306877,0.139941838703789,"cg17128082"
"cg01480180",1.61690026249215,1.67063497341203,3.47657068221235,0.00823743067979022,0.00876896483836011,-3.58483924684192,0.107520164573388,"cg01480180"
"cg24815853",-0.636061251469666,-0.683430339886641,-3.46985113292128,0.00831963863172062,0.00885515175432127,-3.59530782389055,0.117383148043149,"cg24815853"
"cg07548372",1.70385400476092,2.27923501107025,3.46753290600306,0.00834820140067757,0.00888528288605197,-3.59892041043102,-0.100707632690895,"cg07548372"
"cg23225234",0.468410742184858,0.335939848436908,3.46750055681605,0.00834860070749334,0.00888566632065032,-3.59897082492895,-0.111232693266491,"cg23225234"
"cg03120475",-0.438119069377038,-0.425549836476924,-3.46346157309833,0.00839861575153247,0.00893814630919087,-3.60526611297308,0.129741796752822,"cg03120475"
"cg09853646",0.453887764121236,0.47173771541734,3.46022656092889,0.00843890397433326,0.00898039264976942,-3.61030936946556,0.152674384771408,"cg09853646"
"cg17822584",1.1247310045059,0.744044307023888,3.45504160611862,0.0085039038026735,0.00904856879553175,-3.61839447502943,0.163606325591939,"cg17822584"
"cg03083443",1.92088192000851,1.86461025113957,3.45485503251321,0.00850625259073823,0.00905104685880577,-3.6186854516262,0.134447840851302,"cg03083443"
"cg11229771",2.6939119277586,2.82878302444014,3.44853156187603,0.00858626665687932,0.00913494676802892,-3.62854925429528,0.110311819218213,"cg11229771"
"cg13615109",0.430930601227646,0.399962205149837,3.4418622416239,0.00867152075399455,0.00922439805251288,-3.6389563923006,0.14761119623001,"cg13615109"
"cg09097916",0.739500333805909,0.909689569107757,3.44183915712175,0.00867181739474677,0.00922469204444797,-3.6389924213415,0.139700620313124,"cg09097916"
"cg04351185",1.4213957506875,1.58807689881925,3.44171063182253,0.00867346916846245,0.00922642756156291,-3.63919301752919,0.175221521587092,"cg04351185"
"cg07124762",0.506163547101848,0.540896003463526,3.43913283343308,0.00870666876192255,0.00926102937869941,-3.64321663067398,0.26050056346616,"cg07124762"
"cg09863066",0.479213669626123,0.368109869974993,3.41853800478386,0.00897678768897884,0.00954444317356315,-3.67538339023618,0.113749941649672,"cg09863066"
"cg15197065",1.1274524379271,1.01604380639395,3.39990989967444,0.00922874939327972,0.00980903791929535,-3.70450979547307,0.153184034955079,"cg15197065"
"cg09469610",-0.577810032080422,-0.71073567986248,-3.39976844345555,0.00923069106609994,0.00981103294064169,-3.7047310851108,0.102049803436009,"cg09469610"
"cg19246089",-0.611385865301105,-0.631221520551577,-3.37343644471392,0.0095997603694023,0.0101972092484382,-3.74595302366367,0.11365181451874,"cg19246089"
"cg13206063",0.52843118540069,0.595982137197663,3.36766121174206,0.00968277081480221,0.0102839697056334,-3.7550015811274,-0.134122765224759,"cg13206063"
"cg09283548",0.614130851094677,0.978294797472921,3.36749645583634,0.0096851500265382,0.0102864486294563,-3.75525975805599,-0.107316735876773,"cg09283548"
"cg26412358",0.725714758871393,0.850951394285757,3.36040268694248,0.00978817748453473,0.0103943927763034,-3.76637795523683,-0.101691399980591,"cg26412358"
"cg08161546",0.76634484686275,-0.0476958368544215,3.36037892824595,0.00978852448493856,0.0103947370124255,-3.76641519946677,-0.122799659225276,"cg08161546"
"cg15547140",0.53170287352346,0.416018806488493,3.34901774138376,0.00995595355974181,0.0105703399512535,-3.78423018423511,-0.254391215130721,"cg15547140"
"cg15151364",-0.929689190901362,-1.03474528370364,-3.3484258887057,0.00996475804813621,0.0105796630870755,-3.78515852244619,-0.160123565894564,"cg15151364"
"cg02873315",1.01987720090618,0.959165067463609,3.33618422870996,0.0101487206671956,0.0107724896662135,-3.80436606463061,-0.12396197174546,"cg02873315"
"cg27080085",-0.571679220964184,-0.340343754218072,-3.33485743006282,0.0101688733212626,0.0107936292110293,-3.80644855161357,-0.112912889235767,"cg27080085"
"cg24233211",3.99896426402826,4.06173163225962,3.31762335040021,0.0104345083176219,0.0110718657705191,-3.83351066880432,0.103555787780345,"cg24233211"
"cg00519069",-0.546784482544022,-0.618694178113991,-3.3125736151227,0.0105137197901678,0.0111549533097687,-3.84144435849242,-0.12686891125648,"cg00519069"
"cg02107844",-0.557736995249834,-0.626054121669368,-3.30636999116815,0.0106118997061674,0.0112578614322544,-3.85119353537945,-0.126908790315379,"cg02107844"
"cg24373369",-0.609852877627536,-0.939795252186663,-3.29646405258477,0.0107706808413675,0.0114243104831842,-3.86676688884585,0.14513413016819,"cg24373369"
"cg02411009",-0.832155914336494,-0.777635330562922,-3.28268934734723,0.0109956446201569,0.0116597741048304,-3.88843424918354,-0.131312532041486,"cg02411009"
"cg27425262",2.57488807858894,2.6567128686943,3.27913531366638,0.011054487005176,0.0117214604314709,-3.89402687985703,-0.113653210086032,"cg27425262"
"cg03723148",-0.586258429688905,-0.51767075430853,-3.27083343499756,0.011193232083969,0.0118671665917667,-3.90709419014044,0.152736488876552,"cg03723148"
"cg14387505",0.578477167710036,0.264918914115772,3.26764620293822,0.011246984389744,0.0119232664209597,-3.91211223077519,0.130452509609762,"cg14387505"
"cg10105244",0.793604902539436,1.0475623967494,3.26763445144488,0.0112471830790923,0.0119234492824423,-3.91213073386048,0.118916544112863,"cg10105244"
"cg07477602",-0.607222424933937,-0.870395349446756,-3.24356691543576,0.0116619572487044,0.0123579523548393,-3.95004558106016,0.103545355446525,"cg07477602"
"cg02710015",-0.827640006121304,-0.617713945800176,-3.24004391556278,0.0117240083080708,0.0124227810407328,-3.95559880849982,-0.124779291904084,"cg02710015"
"cg02655195",1.06122014980028,1.27877086399348,3.23753520492415,0.0117684060277291,0.0124691862461375,-3.95955373233194,0.115334680627435,"cg02655195"
"cg27656787",0.624052210811532,0.907353858658246,3.23741406092165,0.0117705544318992,0.0124714335469879,-3.95974472347699,0.117003487764963,"cg27656787"
"cg03318222",0.435289493459283,0.39287933622629,3.23739175497129,0.0117709500572618,0.0124718236934602,-3.95977989031651,0.135966191387839,"cg03318222"
"cg25540032",1.08382941489123,1.04149281914125,3.22606779036972,0.0119736108787284,0.0126838347205374,-3.9776370623329,-0.115286542931978,"cg25540032"
"cg22294267",0.430201375462192,0.437085225609668,3.21727563783993,0.0121334871956077,0.0128504722735117,-3.99150740019007,-0.161158330496101,"cg22294267"
"cg08879579",-0.495568522665018,-0.561942011704935,-3.21476601835064,0.0121795321999462,0.0128982476024185,-3.9954674255925,0.201601342832769,"cg08879579"
"cg16296536",-1.02056995092819,-0.885077911730478,-3.20426217738778,0.0123742504640873,0.0131017123326795,-4.01204609473426,-0.105395254755266,"cg16296536"
"cg13595556",-0.414390077726193,-0.597164884163588,-3.20375903738727,0.0123836592068504,0.0131113996668018,-4.01284039317718,0.15720196914653,"cg13595556"
"cg02327719",-0.440392955503969,-0.513674434321428,-3.19281179422985,0.0125902428236391,0.013326774971788,-4.03012642030208,-0.21392034892451,"cg02327719"
"cg07546943",0.507419937608623,0.780169941552167,3.18226254207105,0.0127927389246313,0.0135383776442346,-4.04679077737079,-0.140292104694264,"cg07546943"
"cg09104029",0.603846475694923,0.166501665048002,3.13482403207819,0.0137464417969225,0.014533912697298,-4.12180588932909,-0.152530589942776,"cg09104029"
"cg19190699",-0.461840847374074,-0.398093899315091,-3.13351077484468,0.013773879387762,0.0145627190699229,-4.12388428328118,-0.230075004036608,"cg19190699"
"cg26705408",0.572783640299662,0.558886623274497,3.13279525744515,0.0137888526526342,0.0145784143917918,-4.1250167165234,-0.346637843303757,"cg26705408"
"cg24517989",0.825999879918452,1.10339677047347,3.12082183981707,0.0140419577691063,0.0148422886033331,-4.14397063749792,-0.103464651892105,"cg24517989"
"cg20386580",-0.519462287976486,-0.513605059107451,-3.12073290315181,0.0140438558787239,0.0148442259437139,-4.14411145119362,-0.125518892780896,"cg20386580"
"cg18954479",0.682280821936451,1.01490870410415,3.12055635106044,0.0140476246951165,0.0148481405766934,-4.14439098782656,-0.139386255381199,"cg18954479"
"cg10950924",-1.02623414047047,-0.640650485540314,-3.12040912357081,0.0140507683351514,0.0148514288666936,-4.144624095717,-0.167006708255775,"cg10950924"
"cg12878786",0.499637644543044,0.568789040150798,3.11894601594821,0.0140820490219784,0.0148842846177238,-4.14694071827834,0.163232629028114,"cg12878786"
"cg13650837",-0.515414988458101,-0.509004102328354,-3.11513492533106,0.0141638711911949,0.0149697250702313,-4.15297553281153,-0.109466187977385,"cg13650837"
"cg03317642",-0.64989587425091,-0.996032759139868,-3.10909848734825,0.0142944895170389,0.0151053544246623,-4.16253560551887,0.123004794457211,"cg03317642"
"cg04176472",0.457089394303564,0.547371670250113,3.10852056494144,0.0143070606848204,0.0151184982819937,-4.16345096927805,-0.125594509949764,"cg04176472"
"cg01366338",0.603182524570563,0.552704314550029,3.10499975221497,0.0143838967767371,0.0151986687760825,-4.1690278829585,-0.1195384708822,"cg01366338"
"cg15922611",0.69891696866167,0.629369338640484,3.10495669802658,0.0143848390311647,0.0151996291138999,-4.16909608378219,-0.157286504444685,"cg15922611"
"cg26954101",-0.435704944728527,-0.45085285038109,-3.10493204031168,0.0143853787020589,0.0152001640614629,-4.16913514335411,-0.215647054777857,"cg26954101"
"cg16402415",-0.718685062055773,-0.765096909226105,-3.10491830393736,0.0143856793522946,0.015200446448381,-4.16915690275926,-0.249455673007926,"cg16402415"
"cg24834873",-3.71307512581436,-2.85618829288381,-3.10469819342105,0.0143904978427501,0.0152055025417286,-4.16950557487033,-0.120328579033092,"cg24834873"
